id,title,url,description,type,budget_min,budget_max,currency_code,currency_exchange_rate,commitment_hours,commitment_interval,job_names,job_category_names,job_category_ids,bid_count,bid_avg,local,language,source_file
40499261,"Projection Mapping Specialist Needed –Immersive Room Setup (Germany, Baltic Sea Area)",https://www.freelancer.com/projects/content-creation/Projection-Mapping-Specialist-Needed,"We are looking for an experienced projection mapping specialist, AV technician, or multimedia installation professional to help set up an immersive projection room for a small innovative experience project located near the Baltic Sea (Lübeck Bay, Germany).

Scope of Work
• Installation and alignment of 6–8 short-throw projectors
• Setup of an immersive projection environment of approximately 70 m²
• Edge blending and geometric correction
• Projection across three walls and the floor
• Configuration and calibration of projection mapping software
• Loading and testing of existing video content
• System testing, optimization, and final adjustments

Room Layout
• Room size: approximately 70 m²
• Ceiling height: 2.95 m
• Wall 1: approximately 5 meters
• Wall 2: approximately 10 meters
• Wall 3: approximately 5 meters
• Floor projection using 2 projectors
A basic room layout and projection plan are already available.
The projectors may either be permanently mounted or freely positioned during installation, depending on the setup requirements.

Equipment Provided
• 6 × Epson EB-L210SF Short Throw Laser Projectors
• All projectors supplied by us
• All required cabling and mounting hardware provided
• High-performance gaming PC / media server available

Project Schedule
• Expected installation: mid-June
• On-site duration: approximately 2–3 working days 
Compensation 
• Hourly or daily rate (to be agreed)
• Accommodation provided during the project 
• Travel expenses may be covered depending on location 
Requirements 
• Proven experience with projection mapping and multi-projector installations 
• Experience with software such as VIOSO, Resolume, MadMapper, TouchDesigner, HeavyM, Epson Professional Tools, or similar solutions 
• Ability to work independently on-site 
• Portfolio and references preferred 
Additional Information 
For the right candidate, there may be opportunities for future collaboration as the project expands and evolves. If interested, please send:
 • A short introduction 
 • Relevant experience with similar projects 
 • Portfolio and references 
 • Your preferred hourly or daily rate Only applicants with proven projection mapping or multi-projector experience will be considered. We look forward to hearing from you. Thank you very much for your consideration beforehand.
Key Skills Required:
Projection Mapping, Resolume, VIOSO, MadMapper, TouchDesigner, HeavyM, Epson Professional Tools.",hourly,36,,EUR,1.15564,40.0,week,"Project Management, Video Services, Technical Support, Visual Arts, 3D Design, Video Production, Video Editing, Installation, Technical Documentation, A/V design, Content Creation, Project Planning","Business, Accounting, Human Resources & Legal, Design, Media & Architecture, Data Entry & Admin, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Trades & Services, Writing & Content, Design, Media & Architecture, Writing & Content, Business, Accounting, Human Resources & Legal","7, 3, 4, 3, 3, 3, 3, 12, 2, 3, 2, 7",,,True,en,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40498349,Moderner Onlineshop für Kunst- und Rollrasen mit Fokus auf Google Leads und Sales,https://www.freelancer.com/projects/german-translator/Moderner-Onlineshop-Kunst-und-Rollrasen,"Ich suche einen erfahrenen Freelancer, der mir hilft, einen leistungsstarken und modernen Onlineshop für Kunst- und Rollrasen zu erstellen. Der Fokus des Shops liegt darauf, maximale Leads und Verkäufe über Google zu generieren.

Folgende Anforderungen sind enthalten:
- Shop-Erstellung mit benutzerfreundlichem Design (WooCommerce auf Hostinger)
- Echte Bilder (bei Bedarf generiert durch KI)
- Erstellung ansprechender Artikelbeschreibungen
- Komplette SEO-Optimierung für Top-Platzierungen bei Google
- Optimierung der Ladegeschwindigkeit für ein schnelles Nutzererlebnis
- Integration sicherer Zahlungsmethoden
- Implementierung eines Chatbots zur Unterstützung der Kunden
- Mobile Responsivität für alle Geräte
- Produktsuche und Filteroptionen
- Kundenkonten mit Bestellverfolgung
- E-Mail-Benachrichtigungen für Bestellungen und Updates
- Einrichtung grundlegender Analysen zur Verfolgung von Verkäufen und Traffic
- Schutz vor Hackern

Erwartung:
Der Freelancer sollte fundierte Erfahrung im Onlineshop-Aufbau und nachweisbare Erfolge in SEO sowie Leadgenerierung vorweisen können.",fixed,300,600.0,EUR,1.15564,,,"Internet Marketing, SEO, Link Building, Marketing, German Translator","Sales & Marketing, Websites, IT & Software, Websites, IT & Software, Sales & Marketing, Translation & Languages","6, 1, 1, 6, 10",45.0,398.51088888888887,,de,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40498085,Mitwachsender Babybody Schnittmuster,https://www.freelancer.com/projects/fashion-design/Mitwachsender-Babybody-Schnittmuster,"Für mein nächstes Produkt benötige ich ein professionell ausgearbeitetes Schnittmuster für einen mitwachsenden Babybody in zwei aufeinanderfolgenden Größen. 

Gewünschte Größenbereiche:
3–12 Monate
1–3 Jahre

Wichtige Eckpunkte 
• Ausschnitt (Envelope Neck / Schlupfbody)
• Stil: modern – klare Linien, zeitgemäße Passform, unisex tragbar. 
• Verschluss: Verlängerte Schrittzunge zur zusätzlichen Mitwachslänge
Druckknopfverschluss mit mehreren Positionen zur Anpassung der Körperlänge
Bitte Empfehlung zur optimalen Anzahl der Druckknopfpositionen (2 oder 3 Reihen)
• Stoffvorgabe: Tencel (leicht dehnbar, atmungsaktiv). Bitte berücksichtigen Sie die Material­eigenschaften bei Nahtzugaben und Dehn­faktor. 

Erwartete Lieferables 
1. Digitales Schnittmuster (A4/Letter zum Zusammenkleben und A0-Plot) inkl. Ebenen für beide Größen. 
2. Kurze Anleitung mit Zuschnittplan, Materialbedarf, Verarbeitungshinweisen und Tipps, wie sich der Body an mehrere Wachstumsschübe anpasst
3. Maßtabelle und Fertigmaße
4. Dateiformate: PDF für Druck

Ich lege Wert auf saubere Gradierung, nachvollziehbare Markierungen und einen klaren, grafisch ansprechenden Layoutbogen. Wenn bereits Referenzarbeiten im Bereich Baby- oder Kinderbekleidung vorhanden sind, hilft mir das bei der finalen Entscheidung.

Im Anhang findet man Bodys die dem schon sehr nahe kommen.",fixed,30,250.0,EUR,1.15564,,,"Fashion Design, Textile Engineering, Sewing, Textile Design, Visual Design, Technical Drawing / Tech Pack, Product Development","Design, Media & Architecture, Engineering & Science, Trades & Services, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Business, Accounting, Human Resources & Legal","3, 5, 12, 3, 3, 3, 7",1.0,30.0,,de,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40497815,Canadian Cosmetics Water Forwarding,https://www.freelancer.com/projects/supply-chain/Canadian-Cosmetics-Water-Forwarding,"I need a reliable forwarding partner based in Canada who can receive my cosmetics-water inventory and ship the packages to my buyers overseas. These are commercial goods, so I’m expecting professional handling, secure packaging for liquids, and compliance with all Canadian transport rules for cosmetics.

You’ll receive labelled cartons (or help me re-pack if you spot leakage risks), book the most cost-effective carrier, insure the shipment on request, and give me live tracking details immediately after dispatch. If additional documents such as MSDS or a product declaration are required by the airline or ground carrier, please let me know so I can supply them promptly.

Deliverables:
• Confirmation of goods received with photos, weight, and dimensions 
• Safely packed, carrier-accepted shipment of the cosmetics water 
• Tracking number and airway bill (or bill of lading) shared the same day of departure 

If you have prior experience forwarding liquid cosmetics from Canada, outline it in your bid along with the carriers you prefer to use and typical transit times you achieve.",fixed,8,30.0,EUR,1.15564,,,"Legal, Product Sourcing, Contracts, Supplier Sourcing, Freight, Supply Chain","Business, Accounting, Human Resources & Legal, Product Sourcing & Manufacturing, Business, Accounting, Human Resources & Legal, Product Sourcing & Manufacturing, Freight, Shipping & Transportation, Product Sourcing & Manufacturing","7, 8, 7, 8, 100, 8",,,True,en,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40497437,Sourcing Suppliers for German Market,https://www.freelancer.com/projects/supplier-sourcing/Sourcing-Suppliers-for-German-Market,I am looking for offers from suppliers for online sales in Germany.,hourly,2,6.0,EUR,1.15564,40.0,week,"Sales, Supplier Sourcing, Market Research, Sales Promotion, Account Management, Sales Management, Business Strategy, Business Development","Sales & Marketing, Product Sourcing & Manufacturing, Sales & Marketing, Sales & Marketing, Business, Accounting, Human Resources & Legal, Sales & Marketing, Business, Accounting, Human Resources & Legal, Business, Accounting, Human Resources & Legal","6, 8, 6, 6, 7, 6, 7, 7",8.0,3.2875,,en,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40496945,Wellness Hotel TikTok Campaigns,https://www.freelancer.com/projects/video-editing/Wellness-Hotel-TikTok-Campaigns,"The goal is to turn the steady stream of photos and raw video we shoot at our German wellness hotel into relaxing, scroll-stopping TikTok ads that drive direct bookings. I supply the footage; you handle everything inside TikTok Ads Manager—editing, copy, music, campaign set-up, optimisation and reporting.

Media spend sits at roughly €1,000 per month. You’ll have control of how that budget is split across tests and audiences, provided it stays focused on measurable booking growth.

Content tone must stay true to our brand: calm, serene and inviting. Most clips will showcase our indoor-outdoor pools, saunas, treatment rooms and healthy cuisine. Spa and wellness treatments, together with broader hotel amenities, should feature prominently in every concept.

Deliverables each month 
• Content plan mapping out hooks, angles and posting schedule 
• Minimum 6 fresh creatives (video or image sequence) edited from the raw materials I share 
• Full campaign build in TikTok Ads Manager with proper tracking for bookings 
• Weekly performance snapshot and end-of-month optimisation report

The account is ready; I simply need a creative-minded ads manager who can shape our footage into soothing stories and keep the campaigns learning. If that sounds like you, let’s start planning the first month.",fixed,30,250.0,EUR,1.15564,,,"Social Media Marketing, Video Editing, Digital Marketing, Social Media Management, Content Creation, Tiktok Ads","Sales & Marketing, Design, Media & Architecture, Websites, IT & Software, Websites, IT & Software, Writing & Content, Sales & Marketing","6, 3, 1, 1, 2, 6",43.0,172.7674418604651,,en,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40496935,Product Data Entry & Sourcing,https://www.freelancer.com/projects/data-entry/Product-Data-Entry-Sourcing,"I need reliable help collecting product information and images from company websites and Google, then entering it into my website with absolute accuracy. The focus is strictly on product names, clear descriptions, and current pricing. 

I will share the sheet template at the start; each row already has the required columns, so the task is straightforward copy-and-paste with light text cleanup where needed. Because the pay is a flat $1 per hour, speed matters, but only when it never compromises correctness—every entry must exactly match the source. 

You’ll work in hourly blocks, updating me at the end of each session with the sheet link so I can review progress. If I spot consistent accuracy over the first 200 rows, I’ll extend the assignment for the rest of the catalog. 

Deliverable 
• Completed spreadsheet populated with verified product names, descriptions, and prices, ready for immediate upload to my store. 

Start as soon as you can; let me know how many hours per day you can commit and when you can deliver the first 50 rows for review.",fixed,30,250.0,USD,1.0,,,"Data Entry, Web Search","Data Entry & Admin, Data Entry & Admin","4, 4",22.0,67.09136363636364,,en,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40495956,Silkroad Online UI Feature Development,https://www.freelancer.com/projects/automation/Silkroad-Online-Feature-Development,"I am currently looking for an experienced developer who has strong knowledge in writing plugins, automation systems, and advanced bots for Silkroad Online (iSRO/vSRO environment).

My main goal is to automate large parts of the server and gameplay systems. I am especially interested in someone who understands multi-client management, academy systems, automated character handling, packet-based systems, and bot-related development in general.

What I am looking for:
• Automation of large numbers of characters and accounts
• Automated login and reconnect systems
• Academy management through bots
• Character monitoring and control systems
• Plugin development for existing bot frameworks
• Packet handling and packet-level automation
• Custom bot features and scripting
• Stable systems that can run for long periods without crashes
• Lightweight and optimized solutions with clean code

Experience with the following is highly preferred:
• C++
• Java
• SQL
• Silkroad packet structures
• Reverse engineering
• Bot APIs and plugin systems
• Launcher or client modifications
• Multi-client environments
• iSRO/vSRO server structures

The server is already running and active, and this project is intended for long-term development. This is not just a small one-time task — I am searching for somebody who is interested in building larger automation systems together over time.

Future plans may also include:
• Full automation dashboards
• Smarter AI-like farming systems
• Advanced account and academy management
• Automatic event systems
• Client-side quality of life features
• Custom server tools and utilities

I hope to find someone who is truly interested in this kind of work and enjoys developing smart systems and automation tools for Silkroad Online.

If you have previous experience with bots, plugins, packet systems, MMO automation, or similar projects, please send me some information, references, screenshots, GitHub links, or short descriptions of your past work.

I am open to long-term cooperation for the right developer.",fixed,8,30.0,EUR,1.15564,,,"PHP, Java, SQL, C# Programming, C++ Programming, Automation, Reverse Engineering, Bot Development","Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Artificial Intelligence","1, 1, 1, 1, 1, 1, 1, 104",36.0,19.194444444444443,,en,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40495796,Realistic Portrait Sketch from Photo,https://www.freelancer.com/projects/procreate/Realistic-Portrait-Sketch-from-Photo,"I have a single reference photo and would like a realistic, moderately detailed portrait sketch created from it. The result should look lifelike in its proportions and shading but stop short of hyper-photorealism—think solid structure, clear features and balanced tones without every pore rendered.

I will supply the high-resolution photo as soon as we begin. You are free to work traditionally (pencil, charcoal) or digitally in Procreate, Photoshop, Clip Studio or a similar tool, as long as the final image is delivered in print-ready quality.

Please include:
• A high-resolution JPEG or PNG at 300 DPI (minimum A4 size) 
• The original layered file or a clean scan if you work on paper 
• Up to two quick revision rounds for minor tweaks in likeness or values

If you need any additional angles or lighting references, let me know early so I can provide them.",fixed,8,30.0,EUR,1.15564,,,"Graphic Design, Photoshop, Illustration, 3D Modelling, Sketching, Digital Art, 2D Drawing, Procreate","Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture","3, 3, 3, 3, 1, 3, 3, 3",55.0,33.872727272727275,,en,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40495345,Video Background Replacement Workflow & Testing,https://www.freelancer.com/projects/video-processing/Video-Background-Replacement-Workflow,"Need background replacing workflow and example video processing. ATTENTION: Bidding is 50(!) usd MAX. You will need to do manual testing and processing, so Claude/GPT instructions copy-paste will not work at all, you will just waste your time and receive extra bad rating if no processing results will be present. I already have partial workflow which needs some enhancements. Details and test video will be shared in the chat. Basically it consists of: 0) “ffmpeg -i input.mp4 -q:v 2 01_%04d.jpg” 1) batch_mask_generation which automates birefnet_mask_workflow and produces masks files of video characters 
2) batch_background_removal which produces cutout files 3) background generation (will be discussed) and merging with background video ffmpeg -i “back2x.mp4” -framerate 60 -i “cutout_%05d_.png” -filter_complex “[1:v]format=rgba[char];[0:v][char]overlay=0:0:shortest=1” -c:v libx264 -pix_fmt yuv420p output.mp4 4) put frames back to mp4:
ffmpeg -i cutout\filled\cutout_%05d_.png -c:v libx264 -pix_fmt yuv420p output.mp4",fixed,30,250.0,USD,1.0,,,"Video Processing, Video Post-editing, Background Removal, AI-Generated Video, ComfyUI","Engineering & Science, Design, Media & Architecture, Websites, IT & Software, Artificial Intelligence, Artificial Intelligence","5, 3, 1, 104, 104",26.0,96.96153846153847,,en,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40495220,Urgent Supabase Bug Fix + Long-Term Web Developer Needed,https://www.freelancer.com/projects/payment-processing/Urgent-Supabase-Bug-Fix-Long,"I am looking for an experienced full-stack developer to fix an urgent backend issue on my subscription-based website and potentially work with me long-term on a full rebranding project in the coming weeks.

---

**URGENT ISSUE (Top Priority):**

My website runs on a React frontend with a Supabase backend and Mollie as the payment processor.

The following bugs are occurring:
- Active subscriptions are disappearing from the Supabase database without being cancelled by the customer or myself
- New subscriptions are sometimes not being added to the subscription list correctly
- The total subscription count is not updating properly

I need someone who can:
1. Log into Supabase immediately and investigate why subscriptions are being deleted or deactivated automatically
2. Identify the root cause of the bug (likely a webhook issue between Mollie and Supabase, or an automated process/script running incorrectly)
3. Fix the issue permanently so all subscriptions are stored and counted correctly
4. Confirm that all existing and new subscriptions are 100% safe

This needs to be fixed ASAP.

---

**LONG-TERM PROJECT:**

After the urgent fix, I am planning a full rebranding of my website in the next 4-5 weeks. This includes:
- Complete new frontend design and build
- All code properly saved on GitHub (mandatory)
- Clean, professional setup from scratch

---

**Requirements:**
- Strong experience with Supabase (mandatory)
- Experience with React
- Experience with payment integrations (Mollie)
- Available to start immediately
- Reliable, communicative and professional
- Able to work long-term


If you have experience with Supabase and can start today, please apply with your relevant experience and your approach to solving this issue.",fixed,30,250.0,USD,1.0,,,"PHP, JavaScript, MySQL, HTML, Web Development, Full Stack Development, Backend Development, Frontend Development, Database Management, Payment Processing","Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Business, Accounting, Human Resources & Legal, Business, Accounting, Human Resources & Legal","1, 1, 1, 1, 1, 1, 1, 1, 7, 7",281.0,142.69928825622776,,en,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40494978,Create Apple Pay button for payment service Sumup on woocommere checkout,https://www.freelancer.com/projects/php/Create-Apple-Pay-button-for-40494978,"i would like to create Apple Pay button for payment service SUMUP on woocommere checkout.
Here you will find documentation https://developer.sumup.com/online-payments/checkouts/card-widget#alternative-payment-methods",fixed,30,250.0,EUR,1.15564,,,"PHP, WordPress, CSS, HTML, WooCommerce","Websites, IT & Software, Websites, IT & Software, Design, Media & Architecture, Websites, IT & Software, Sales & Marketing","1, 1, 3, 1, 6",202.0,132.3390594059406,,en,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40494098,CoinDCX Expert Picks Fetcher,https://www.freelancer.com/projects/api/CoinDCX-Expert-Picks-Fetcher,"I need a dependable, end-to-end solution that grabs CoinDCX “Expert Picks” the moment they are published and forwards the payload to a webhook I will provide, formatted as clean JSON. I’m open to either avenue you find most robust: 

• an Android-based mobile app scraper that leverages Accessibility Suite to read the live feed, or 
• a direct API workflow you uncover or engineer that can be polled at a sensible interval. 

Whichever route you choose, the system must handle spotty internet, temporary API errors, and device restarts without losing data or sending duplicates. Think exponential back-off, local caching, and resumable queues.

To prove you actually read this, please start your proposal with the word 'BANANA'. If this word isn't the very first thing I see, your bid will be instantly deleted.

Deliverables 
1. Fully documented source (Kotlin/Java for the scraper or language of choice for the API client) 
2. A deployable build or packaged service ready to run on my Android test device or server 
3. Configuration guide for the webhook endpoint, polling frequency, and any keys or permissions required 
4. A brief report outlining your design decisions plus any optimisation ideas that could tighten latency or reduce battery/network usage 

Timeline: I’d like a working version within the next two weeks. Please include any efficiency suggestions, relevant experience with Accessibility Suite, mobile automation, or crypto-exchange APIs, and an outline of how you will validate reliability under poor connectivity before hand-off.",fixed,1500,12500.0,INR,0.010496,,,"Java, Mobile App Development, Android, Web Scraping, Software Architecture, JSON, Kotlin, API","Websites, IT & Software, Mobile Phones & Computing, Mobile Phones & Computing, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Mobile Phones & Computing, Websites, IT & Software","1, 9, 9, 1, 1, 1, 9, 1",48.0,7439.041666666667,,en,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40494050,Vermittlung für Ernährungsberatung gesucht,https://www.freelancer.com/projects/sales/Vermittlung-Ern-hrungsberatung-gesucht,"Ich suche eine zuverlässige Person, die meine Dienstleistungen als Ernährungsberaterin sowohl online als auch persönlich vermittelt und dabei ausschließlich auf Provisionsbasis arbeitet. 

Was ich mir konkret vorstelle 
• Du akquirierst Neukund:innen national, egal ob per Social-Media-Kampagne, Telefonakquise, Networking-Events oder Vor-Ort-Gespräche. 
• Du überzeugst Interessent:innen von meinen Beratungs­paketen und begleitest sie bis zum Vertragsabschluss. 
• Alle Abschlüsse werden sauber dokumentiert, damit die Provisionsabrechnung transparent bleibt. 

Was du mitbringst 
• Nachweisliche Erfahrung im Verkauf – du weißt, wie man Einwände entkräftet und Deals abschließt. 
• Herausragende Kommunikationsfähigkeiten, schriftlich wie mündlich. 
• Kenntnisse in Ernährung sind kein Muss, aber ein Plus, falls du sie schon besitzt. 

Warum es sich lohnt 
Ich biete ein attraktives, leistungsabhängiges Provisionsmodell ohne Deckelung. Je mehr Umsatz du generierst, desto höher dein Verdienst. 

So starten wir 
Schick mir bitte eine kurze Vorstellung deiner bisherigen Vertriebserfolge und erklär mir, wie du online und persönlich Leads gewinnen würdest. Nach einem kurzen Kennenlerngespräch legen wir gemeinsam Zielvorgaben und Provisionssätze fest.",fixed,30,250.0,EUR,1.15564,,,"Internet Marketing, SEO, Sales, Marketing, Article Writing, German Translator, Social Media Marketing, Lead Generation","Sales & Marketing, Websites, IT & Software, Sales & Marketing, Sales & Marketing, Writing & Content, Translation & Languages, Sales & Marketing, Sales & Marketing","6, 1, 6, 6, 2, 10, 6, 6",12.0,84.16666666666667,,de,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
40492973,Engaging Motion Graphics for Schugle,https://www.freelancer.com/projects/motion-graphics/Engaging-Motion-Graphics-for-Schugle,"# Project Title

**Create German motion graphics videos for Schugle — 10s hero loop, 30s reel, 2min explainer**

---

NOTICE: there are bidders for EUR 1450. The budget is USD 1400! (no matter what freelancer makes of it)

---

# Project Description

I am looking for a creative motion graphics / explainer video freelancer to create **three related promotional videos** for **Schugle**, a German web product for teachers.

Website:
[https://schugle.de](https://schugle.de)

Reference page with existing basic tutorial videos:
[https://schugle.de/einstieg](https://schugle.de/einstieg)

The existing videos are only simple “getting started” tutorials. This new project is different. I need **promotional / explanatory clips** that make the idea of Schugle more attractive, memorable and emotionally clear.

The current website is rather factual. The videos should make the idea more engaging, while still feeling calm, credible, professional and suitable for schools.

---

# About Schugle

Schugle helps teachers create, formulate, structure and revise **Förderpläne** using AI.

A key idea is that sensitive pupil data should be protected before AI processing. Real pupil names should not go into the AI. Schugle works with protected placeholders instead.

The emotional idea is not “generic AI for education”. It is more specific:

**From scattered teacher notes and time pressure to clear, usable Förderplan language — with privacy protection built in.**

The video should help communicate:

* less writing effort for teachers
* clearer Förderplan structure
* AI-supported formulation
* protection of sensitive pupil data
* calm, trustworthy support for everyday school work

---

# Deliverables

I need three related videos with the same look and feel:

1. **10-second video**

 * Also usable as a silent hero/background loop on the Schugle website
 * Should work without voiceover
 * Should be visually calm enough for a website hero area

2. **30-second video**

 * Promotional/social/reel version
 * Suitable for website, LinkedIn, social media or short ads

3. **2-minute explainer video**

 * More detailed explanation of the Schugle idea
 * May reuse material from the 10s and 30s videos

All three clips must feel like one coherent visual campaign.

---

# Language

The videos are for a German product.

* German on-screen text is required.
* I may provide or change German voiceover/audio later.
* The freelancer does not necessarily need to record German voiceover.
* However, the freelancer must understand the purpose of the German text and design around it.

For non-German speakers:

**“Schugle” is pronounced like “shoe” + the “gle” from “Google”.**

The name is inspired by **“Schule”** and **“gemeinsam”**. This does not need to be explained directly in the video, but the feeling should fit: school-related, supportive, structured and collaborative — without generic school clichés.

---

# Important Style Direction

Please do **not** use generic education stock footage such as:

* happy teachers
* smiling children
* classroom clichés
* chalkboards
* graduation caps
* cartoon children
* generic “school app” imagery

Schugle should feel:

* professional
* calm
* intelligent
* trustworthy
* modern
* helpful
* suitable for schools and teachers

As a reference for tone and audience fit, please also look at https://foerder-fokus.de. I like that it speaks to a German teacher / Förderpraxis audience in a calm, practical and credible way — for example around the ideas of less paperwork, more focus on the child, structure, overview and professional support. Schugle should not copy this site or its visuals, and Schugle is a different product, but the videos should aim for a similarly trustworthy German school-sector feeling, with a slightly more modern and distinctive Schugle look.

I am especially interested in visual ideas such as:

* scattered notes becoming structured Förderplan text
* anonymised placeholders replacing real names
* teacher workload becoming clearer and lighter
* AI support shown subtly, not as flashy sci-fi
* the Schugle tilted “g” icon becoming a visual motif
* text fragments transforming into calm, usable plan language

Possible visual direction:

**Messy notes → structured thoughts → protected placeholders → AI-assisted formulation → clear Förderplan.**

---

# Brand Assets

The Schugle logo and tilted **“g”** icon are available as SVG files.

These should be used as part of the visual identity. Creative, subtle animation of the logo/icon is welcome.

The videos should have a consistent visual language that could also influence a future revision of the Schugle website.

---

# Editable Text, Audio and Rights

This is very important.

German text and audio must remain editable after project completion. I must be able to change German text or audio later without recreating the whole video.

Therefore, the freelancer must deliver:

1. Final exported videos with text.
2. Clean versions without text, where appropriate.
3. Editable source/project files.
4. German text as editable text layers, not flattened or permanently baked into the only final files.
5. Separate audio files/tracks for music, sound effects and voiceover placeholders.
6. Subtitle/caption files if subtitles are used, preferably SRT or VTT.
7. A list of all fonts, stock assets, icons, templates and music used, including license terms.
8. Written confirmation that I may edit, adapt, reuse and publish the videos for Schugle marketing, website hero backgrounds, social media, ads and future website revisions.

Please state clearly which software and editable formats you will provide, for example:

* After Effects
* Premiere Pro
* DaVinci Resolve
* Final Cut
* Blender
* Figma
* Canva
* other

Final MP4 files alone are not enough.

---

# What I Expect in Your Proposal

Please do not send a generic proposal.

Before bidding, please review:

* [https://schugle.de](https://schugle.de)
* [https://schugle.de/einstieg](https://schugle.de/einstieg)

In your proposal, please answer the following:

1. In your own words, what does Schugle do?
2. What do you think is the central emotional idea of these videos?
3. What is one original visual concept for the 10-second hero clip?
4. How would you use the Schugle logo or tilted “g” icon?
5. What visual style do you suggest?
6. Which tools/software will you use?
7. Which editable source files will you deliver?
8. How will you make sure German text remains editable?
9. What is included in your fixed price?
10. What is excluded?
11. How many revision rounds are included?
12. Do you use templates, AI tools, stock assets, custom animation, or a mix?
13. Please include relevant portfolio examples.

Generic proposals that do not mention Förderpläne, anonymisation/privacy, or the specific purpose of Schugle will not be considered.

---

# Budget

Budget: **up to $1,500 USD fixed price**

This is a fully funded project. I am ready to award quickly to the right freelancer.

Payment will be through Freelancer.com milestones, released after approved deliverables.

Please only bid if you can deliver a polished result within this budget.

---

# Suggested Milestones

I suggest the following milestone structure, but I am open to your proposal:

| Milestone | Deliverable | Amount |
| --------- | -------------------------------------------------------------------------: | -----: |
| 1 | Creative concept, moodboard, one style frame, rough storyboard | $200 |
| 2 | 10-second hero/background clip | $300 |
| 3 | 30-second promotional/reel version | $300 |
| 4 | 2-minute explainer first version | $450 |
| 5 | Final revisions, clean exports, editable source files, rights confirmation | $200 |

Total: **$1,450**

---

# Final Notes

I am not looking for a generic school advertisement.

I want someone who understands the specific idea of Schugle and can turn it into a clear, attractive visual story.

The right result should make teachers feel:

**“This could save me time, help me formulate better Förderpläne, and handle sensitive data responsibly.”**",fixed,750,1500.0,EUR,1.15564,,,"Animation, Motion Graphics, Video Editing, Explainer Videos","Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture","3, 3, 3, 3",74.0,1072.337837837838,,en,dataset_freelancer-scraper_2026-06-10_18-23-52-667.json
