id,title,language,type,job_names,job_category_names,de_level,en_level,de_reason,en_reason,url
40503121,Personalized Romantic Manga Comic,en,fixed,"Photoshop, Caricature & Cartoons, 2D Animation, Articulate Storyline, Comics, Digital Art, Manga, Drawing Artist, Character Design","Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture",0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 默认英语入门，无更高要求 / Default English beginner, no higher requirement indicated",https://www.freelancer.com/projects/character-design/Personalized-Romantic-Manga-Comic
40503014,Instagram Outreach Specialist | Remote | Commission-Based,en,fixed,"Internet Marketing, Data Entry, Excel, CRM, Leads, Customer Service, Instagram, Content Marketing, Instagram Marketing, Lead Generation","Sales & Marketing, Data Entry & Admin, Data Entry & Admin, Sales & Marketing, Sales & Marketing, Data Entry & Admin, Websites, IT & Software, Sales & Marketing, Sales & Marketing, Sales & Marketing",0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 工作需英语沟通，最低流畅水平 / Requires English communication, minimum fluent level",https://www.freelancer.com/projects/lead-generation/Instagram-Outreach-Specialist-Remote
40502839,Virtual Assistant Support Needed in Bulgaria,en,hourly,"Translation, Data Entry, Research, Virtual Assistant, Bulgarian Translator, English Translation, Secretarial","Writing & Content, Data Entry & Admin, Writing & Content, Jobs for Anyone, Translation & Languages, Writing & Content, Business, Accounting, Human Resources & Legal",0,2,"[AI辅助] 未强制要求德语，仅作为英语替代选项提及 / German not mandatory, mentioned as alternative to English","[AI辅助] 要求流利英语，明确提及strong proficiency / Fluent English required, explicitly strong proficiency",https://www.freelancer.com/projects/translation/Virtual-Assistant-Support-Needed
40502670,Professional 3D Website Visuals,en,hourly,"3D Rendering, Animation, 3D Modelling, 3D Animation, 3D Design, Blender, 3D Visualization, 3D Graphic Design","Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Design, Media & Architecture, Design, Media & Architecture",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/blender/Professional-Website-Visuals
40502615,German Coaching Site SEO Strategist Needed,en,fixed,"Internet Marketing, SEO, Link Building, Marketing, Brand Management, Keyword Research, Website Optimization, Competitor Analysis","Sales & Marketing, Websites, IT & Software, Websites, IT & Software, Sales & Marketing, Sales & Marketing, Sales & Marketing, Websites, IT & Software, Sales & Marketing",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/keyword-research/German-Coaching-Site-SEO-Strategist
40502450,Instagram- und Facebook-Werbekonten einrichten,de,fixed,"Internet Marketing, Facebook Marketing, Advertising, Article Writing, Ad Planning & Buying, Social Media Marketing, Digital Marketing, Social Media Management, Instagram Ads, Facebook Ads","Sales & Marketing, Sales & Marketing, Sales & Marketing, Writing & Content, Sales & Marketing, Sales & Marketing, Websites, IT & Software, Websites, IT & Software, Sales & Marketing, Sales & Marketing",2,1,"[AI辅助] 职位描述为德语，需用德语沟通任务 / Job description in German, German needed for task communication","[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner",https://www.freelancer.com/projects/facebook-ads/Instagram-und-Facebook-Werbekonten
40501799,Temporary Finance & Admin Assistant Needed in Germany,en,hourly,"Project Management, Virtual Assistant, Local Job, Google Sheets, Data Management","Business, Accounting, Human Resources & Legal, Jobs for Anyone, Jobs for Anyone, Websites, IT & Software, Websites, IT & Software",2,2,"[AI辅助] 岗位描述要求德语流利，对应B1/B2水平 / Job requires fluent German, indicating B1/B2 level","[AI辅助] 岗位描述要求英语流利，对应B1/B2水平 / Job requires fluent English, indicating B1/B2 level",https://www.freelancer.com/projects/google-sheets/Temporary-Finance-Admin-Assistant-Needed
40500599,Countryside School Website,en,fixed,"PHP, Website Design, Logo Design, WordPress, CMS, MySQL, HTML, Web Development, Frontend Development, Web Design","Websites, IT & Software, Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/web-development/Countryside-School-Website
40500593,Stadtmotiv Bildstreifen-Illustration,de,fixed,"Graphic Design, Logo Design, Illustrator, Illustration, Icon Design, Adobe Illustrator, Adobe Creative Cloud, Adobe Photoshop","Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Websites, IT & Software, Design, Media & Architecture",1,1,"[AI辅助] 未发现德语要求，但发帖语言为德语 / No German requirement stated, but post is in German","[AI辅助] 默认英语入门，无英语要求 / Default English beginner, no English requirement specified",https://www.freelancer.com/projects/adobe-creative-cloud/Stadtmotiv-Bildstreifen-Illustration
40500554,AI Interview Practice and Real Time Coaching Web App MVP,en,hourly,"NoSQL Couch & Mongo, Node.js, Express JS, AngularJS, Web Development, MongoDB, AI (Artificial Intelligence) HW/SW, Database Management, Next.js, AI Chatbot Development","Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Artificial Intelligence, Business, Accounting, Human Resources & Legal, Websites, IT & Software, Artificial Intelligence",0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 工作语言为英语且要求美国开发者，需流利英语 / Job language is English, US developer required, fluent English needed",https://www.freelancer.com/projects/nextjs/Interview-Practice-Real-Time-Coaching
40500518,Personal Biography Ghostwriting,en,hourly,"Editing, Ghostwriting, eBooks, Book Writing, Creative Writing, Content Writing, Biography Writing, Memoir Writing","Writing & Content, Writing & Content, Writing & Content, Writing & Content, Writing & Content, Writing & Content, Writing & Content, Writing & Content",0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 要求流利的英语写作能力 / Requires fluent English writing skills,https://www.freelancer.com/projects/biography-writing/Personal-Biography-Ghostwriting-40500518
40500257,SEO GROWTH PARTNERS WANTED ACROSS EUROPE,en,fixed,"JavaScript, SEO, SEO Auditing, Web Development, SEO Writing, SEOMoz, Web Application, Web Design, White Hat SEO, Generative Engine Optimization (GEO)","Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Writing & Content, Sales & Marketing, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Artificial Intelligence",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/generative-engine-optimization/SEO-GROWTH-PARTNERS-WANTED-ACROSS
40500216,"1,000 German Do-Follow Backlinks -- 2",en,fixed,"Internet Marketing, SEO, Link Building, Content Writing, Search Engine Marketing, Digital Marketing, Content Marketing, Blog Writing","Sales & Marketing, Websites, IT & Software, Websites, IT & Software, Writing & Content, Sales & Marketing, Websites, IT & Software, Sales & Marketing, Writing & Content",1,2,"[AI辅助] 需在德语博客发布内容，可能需基础德语 / Need to post on German blogs, basic German likely required","[AI辅助] 发帖语言为英语，需与客户英语沟通，要求流畅 / Post is in English, client communication requires fluent English",https://www.freelancer.com/projects/content-writing/German-Follow-Backlinks-40500216
40500037,Veranstaltungstechniker für Konzert am 14. Juni in Frankfurt,de,hourly,"Translation, Voice Talent, German Translator, English (US) Translator, Audio Production, A/V design, Audio Engineering, Event Management","Writing & Content, Design, Media & Architecture, Translation & Languages, Translation & Languages, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Business, Accounting, Human Resources & Legal",1,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/av-design/Veranstaltungstechniker-Konzert-Juni
40499962,Format Word Manuscript InDesign -- 3,en,fixed,"Graphic Design, Publishing, PDF, Adobe InDesign, Word, ePub, Adobe Creative Suite, Print Design","Design, Media & Architecture, Writing & Content, Writing & Content, Design, Media & Architecture, Design, Media & Architecture, Data Entry & Admin, Design, Media & Architecture, Design, Media & Architecture",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/graphic-design/Format-Word-Manuscript-InDesign-40499962
40499347,"**Siemens TIA Portal Commissioning Engineer (Freelance) – Satu Mare, Romania**",en,hourly,"PLC & SCADA, Electrical Engineering, Process Automation, Embedded Systems, Local Job, Technical Documentation, Manufacturing Engineering, Automotive Engineering, Welding, PLC","Engineering & Science, Engineering & Science, Product Sourcing & Manufacturing, Engineering & Science, Jobs for Anyone, Writing & Content, Engineering & Science, Engineering & Science, Trades & Services, Websites, IT & Software",0,2,[AI辅助] 未发现德语要求 / No German requirement found,[rule] 命中规则: good english / rule hits: good english,https://www.freelancer.com/projects/electrical-engineering/Siemens-PLC-Commissioning-Automotive
40499261,"Projection Mapping Specialist Needed –Immersive Room Setup (Germany, Baltic Sea Area)",en,hourly,"Project Management, Video Services, Technical Support, Visual Arts, 3D Design, Video Production, Video Editing, Installation, Technical Documentation, A/V design, Content Creation, Project Planning","Business, Accounting, Human Resources & Legal, Design, Media & Architecture, Data Entry & Admin, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Trades & Services, Writing & Content, Design, Media & Architecture, Writing & Content, Business, Accounting, Human Resources & Legal",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/content-creation/Projection-Mapping-Specialist-Needed
40498349,Moderner Onlineshop für Kunst- und Rollrasen mit Fokus auf Google Leads und Sales,de,fixed,"Internet Marketing, SEO, Link Building, Marketing, German Translator","Sales & Marketing, Websites, IT & Software, Websites, IT & Software, Sales & Marketing, Translation & Languages",3,1,"[AI辅助] 全德语岗位，需创建德语网站内容 / German-only job, needs to build German website content.","[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner.",https://www.freelancer.com/projects/german-translator/Moderner-Onlineshop-Kunst-und-Rollrasen
40498085,Mitwachsender Babybody Schnittmuster,de,fixed,"Fashion Design, Textile Engineering, Sewing, Textile Design, Visual Design, Technical Drawing / Tech Pack, Product Development","Design, Media & Architecture, Engineering & Science, Trades & Services, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Business, Accounting, Human Resources & Legal",2,1,[AI辅助] 项目描述和交付物均为德语 / Project description and deliverables are in German,[AI辅助] 未发现英语要求 / No English requirement found,https://www.freelancer.com/projects/fashion-design/Mitwachsender-Babybody-Schnittmuster
40497815,Canadian Cosmetics Water Forwarding,en,fixed,"Legal, Product Sourcing, Contracts, Supplier Sourcing, Freight, Supply Chain","Business, Accounting, Human Resources & Legal, Product Sourcing & Manufacturing, Business, Accounting, Human Resources & Legal, Product Sourcing & Manufacturing, Freight, Shipping & Transportation, Product Sourcing & Manufacturing",0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 岗位以英语发布，需用英语沟通货运细节，要求流畅英语 / Job posted in English, requires English for shipping coordination, fluent level needed",https://www.freelancer.com/projects/supply-chain/Canadian-Cosmetics-Water-Forwarding
40497437,Sourcing Suppliers for German Market,en,hourly,"Sales, Supplier Sourcing, Market Research, Sales Promotion, Account Management, Sales Management, Business Strategy, Business Development","Sales & Marketing, Product Sourcing & Manufacturing, Sales & Marketing, Sales & Marketing, Business, Accounting, Human Resources & Legal, Sales & Marketing, Business, Accounting, Human Resources & Legal, Business, Accounting, Human Resources & Legal",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门，因帖子仅使用基础英语 / Default beginner English as only basic English used in post,https://www.freelancer.com/projects/supplier-sourcing/Sourcing-Suppliers-for-German-Market
40496945,Wellness Hotel TikTok Campaigns,en,fixed,"Social Media Marketing, Video Editing, Digital Marketing, Social Media Management, Content Creation, Tiktok Ads","Sales & Marketing, Design, Media & Architecture, Websites, IT & Software, Websites, IT & Software, Writing & Content, Sales & Marketing",0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 发帖语言为英语，未提及更高要求，默认英语入门 / Post language is English, no higher requirement mentioned, default beginner level",https://www.freelancer.com/projects/video-editing/Wellness-Hotel-TikTok-Campaigns
40496935,Product Data Entry & Sourcing,en,fixed,"Data Entry, Web Search","Data Entry & Admin, Data Entry & Admin",0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 英文岗位，需处理英文产品信息 / English job requiring handling of English product data,https://www.freelancer.com/projects/data-entry/Product-Data-Entry-Sourcing
40495956,Silkroad Online UI Feature Development,en,fixed,"PHP, Java, SQL, C# Programming, C++ Programming, Automation, Reverse Engineering, Bot Development","Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Artificial Intelligence",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/automation/Silkroad-Online-Feature-Development
40495796,Realistic Portrait Sketch from Photo,en,fixed,"Graphic Design, Photoshop, Illustration, 3D Modelling, Sketching, Digital Art, 2D Drawing, Procreate","Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/procreate/Realistic-Portrait-Sketch-from-Photo
40495345,Video Background Replacement Workflow & Testing,en,fixed,"Video Processing, Video Post-editing, Background Removal, AI-Generated Video, ComfyUI","Engineering & Science, Design, Media & Architecture, Websites, IT & Software, Artificial Intelligence, Artificial Intelligence",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/video-processing/Video-Background-Replacement-Workflow
40495220,Urgent Supabase Bug Fix + Long-Term Web Developer Needed,en,fixed,"PHP, JavaScript, MySQL, HTML, Web Development, Full Stack Development, Backend Development, Frontend Development, Database Management, Payment Processing","Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Business, Accounting, Human Resources & Legal, Business, Accounting, Human Resources & Legal",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/payment-processing/Urgent-Supabase-Bug-Fix-Long
40494978,Create Apple Pay button for payment service Sumup on woocommere checkout,en,fixed,"PHP, WordPress, CSS, HTML, WooCommerce","Websites, IT & Software, Websites, IT & Software, Design, Media & Architecture, Websites, IT & Software, Sales & Marketing",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/php/Create-Apple-Pay-button-for-40494978
40494098,CoinDCX Expert Picks Fetcher,en,fixed,"Java, Mobile App Development, Android, Web Scraping, Software Architecture, JSON, Kotlin, API","Websites, IT & Software, Mobile Phones & Computing, Mobile Phones & Computing, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Mobile Phones & Computing, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/api/CoinDCX-Expert-Picks-Fetcher
40494050,Vermittlung für Ernährungsberatung gesucht,de,fixed,"Internet Marketing, SEO, Sales, Marketing, Article Writing, German Translator, Social Media Marketing, Lead Generation","Sales & Marketing, Websites, IT & Software, Sales & Marketing, Sales & Marketing, Writing & Content, Translation & Languages, Sales & Marketing, Sales & Marketing",3,1,"[AI辅助] 岗位描述为德语，要求出色的书面和口头沟通能力，需良好德语 / Job description is in German, requires outstanding communication skills, needs strong German","[AI辅助] 未提及英语要求，默认英语入门 / No English requirement mentioned, default beginner",https://www.freelancer.com/projects/sales/Vermittlung-Ern-hrungsberatung-gesucht
40492973,Engaging Motion Graphics for Schugle,en,fixed,"Animation, Motion Graphics, Video Editing, Explainer Videos","Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture",1,1,"[AI辅助] 需要理解德语屏幕文本的目的与内容以确保设计匹配，但仅需基础理解 / German on-screen text understanding is required for design fit, but only basic comprehension is needed.","[AI辅助] 未提及更高英语要求，默认英语入门足以理解项目描述 / No higher English requirement stated, default beginner English suffices to understand the project description.",https://www.freelancer.com/projects/motion-graphics/Engaging-Motion-Graphics-for-Schugle
40493690,Investment Platform Web Application -- 2,en,fixed,"PHP, Website Design, Graphic Design, HTML, Node.js, Full Stack Development, MongoDB, REST API","Websites, IT & Software, Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/php/Investment-Platform-Web-Application-40493690
40492924,Baustellen-Diashow mit Musik,de,fixed,"Video Services, Animation, Digital Design, Creative Design, Video Production, Video Editing, A/V editing, Digital Art","Design, Media & Architecture, Design, Media & Architecture, Engineering & Science, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture",3,1,"[AI辅助] 发帖语言为德语，客户以德语描述需求并期望沟通 / Post in German, client communicates in German.","[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner.",https://www.freelancer.com/projects/av-editing/Baustellen-Diashow-mit-Musik
40492879,Recover Payment From Indian Supplier,en,fixed,"Contracts, Legal Research, Legal Writing, Litigation, Legal Consultation","Business, Accounting, Human Resources & Legal, Business, Accounting, Human Resources & Legal, Writing & Content, Business, Accounting, Human Resources & Legal, Business, Accounting, Human Resources & Legal",0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 岗位以英语发布，需英语沟通处理法律事务 / Job posted in English, requires English communication for legal matters",https://www.freelancer.com/projects/legal-consultation/Recover-Payment-From-Indian-Supplier
40492060,Unisex Cotton Bikini Underwear Design,en,fixed,"Graphic Design, 3D Rendering, Fashion Design, Covers & Packaging, Pattern Making, 3D Modelling, Textile Design, Technical Drawing / Tech Pack","Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture",0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 岗位以英语发布，需清晰反馈沟通 / Job posted in English, requires clear feedback communication",https://www.freelancer.com/projects/technical-drawing-tech-pack/Unisex-Cotton-Bikini-Underwear-Design
40491987,Engagierter Remote-Kundendienst auf Englisch,de,hourly,"PHP, Translation, German Translator, English (UK) Translator, Customer Service, Helpdesk, Zendesk, Documentation","Websites, IT & Software, Writing & Content, Translation & Languages, Translation & Languages, Data Entry & Admin, Data Entry & Admin, Websites, IT & Software, Websites, IT & Software",2,2,[rule] 命中规则: gutes deutsch / rule hits: gutes deutsch,[AI辅助] 要求“fließendes Englisch”，对应B1/B2 / “fließendes Englisch” means fluent B1/B2 English required,https://www.freelancer.com/projects/customer-service/Engagierter-Remote-Kundendienst-auf
40491977,Arabic Unity Visual Scripting Guidance,en,fixed,"iPhone, Unity 3D, Game Development, Programming","Mobile Phones & Computing, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未提及英语要求，默认入门 / No English requirement mentioned, default beginner",https://www.freelancer.com/projects/game-development/Arabic-Unity-Visual-Scripting-Guidance
40491914,Optimierung von Facebook-/Meta-Anzeigenkampagnen,de,fixed,"Internet Marketing, Article Writing, Market Research, German Translator, Social Media Marketing, Conversion Rate Optimization, Digital Marketing, Lead Generation, A/B Testing, Facebook Ads","Sales & Marketing, Writing & Content, Sales & Marketing, Translation & Languages, Sales & Marketing, Sales & Marketing, Websites, IT & Software, Sales & Marketing, Websites, IT & Software, Sales & Marketing",1,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/facebook-ads/Optimierung-von-Facebook-Meta
40491461,Odoo-Freelancer für Anpassungen und Optimierungen gesucht,de,fixed,"JavaScript, XML, Python, Django, ERP, Software Development, Odoo, Web Development","Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Business, Accounting, Human Resources & Legal, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",1,1,"[AI辅助] 岗位接受德语或英语良好，德语非强制 / Job accepts good German or English, German not mandatory","[AI辅助] 岗位接受德语或英语良好，英语最低可为入门 / Job accepts good German or English, English minimum can be beginner",https://www.freelancer.com/projects/odoo/Odoo-Freelancer-Anpassungen-und
40491290,Meta-/Instagram-Werbeanzeige für Immobilien-Investment (Sonder AfA),de,fixed,"Graphic Design, Internet Marketing, Google Adwords, Facebook Marketing, Content Marketing, A/B Testing, Instagram Ads, Facebook Ads","Design, Media & Architecture, Sales & Marketing, Sales & Marketing, Sales & Marketing, Sales & Marketing, Websites, IT & Software, Sales & Marketing, Sales & Marketing",3,1,"[AI辅助] 岗位要求撰写高质量德语广告文案 'sehr gutes, seriöses deutschsprachiges Texten' / Job requires writing high-quality German ad copy with 'very good, reputable German-language text'.","[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner.",https://www.freelancer.com/projects/facebook-ads/Meta-Instagram-Werbeanzeige-Immobilien
40491297,2-Layer Automotive PCB Design: Multi-Port USB Charger & Data Bypass Module (JLCPCB/LCSC Optimized),en,fixed,"Electronics, Microcontroller, Electrical Engineering, PCB Layout, Circuit Design, 2D Drafting, 3D CAD, Automotive Engineering","Engineering & Science, Engineering & Science, Engineering & Science, Engineering & Science, Engineering & Science, Design, Media & Architecture, Design, Media & Architecture, Engineering & Science",0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 英语项目沟通流畅即可 / English for project communication at fluent level is sufficient,https://www.freelancer.com/projects/automotive-engineering/Layer-Automotive-PCB-Design-Multi
